,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Year,AvgCPIUSD,Budget2017,Gross2017,Gross-Budget2017,Action,ActionAdventure,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Romance,Sci-Fi,Sport,Thriller,War,Western
1930,Color,Gary David Goldberg,120.0,98.0,30,664.0,Victor Webster,944.0,43894863,"Comedy, Romance",Stockard Channing,Must Love Dogs ,25883,4879,Elizabeth Perkins,2.0,"date ,dating ,dog ,love ,teacher",http://www.imdb.com/title/tt0417001/?ref_=fn_tt_tt_1,262,English,USA,PG-13,30000000,2005,940.0,5.9,2.35,0,2005,195.3,37360983.1,54665174.49,17304191.39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1931,Color,Ken Kwapis,88.0,119.0,42,917.0,America Ferrera,2000.0,39008741,"Comedy, Drama, Family, Romance",Mike Vogel,The Sisterhood of the Traveling Pants ,44838,6862,Kyle Schmid,0.0,"friendship ,jeans ,pants ,summer ,vacation",http://www.imdb.com/title/tt0403508/?ref_=fn_tt_tt_1,223,English,USA,PG,25000000,2005,953.0,6.6,2.35,0,2005,195.3,31134152.59,48580163.78,17446011.19,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1932,Color,Mikael H??fstr?_m,116.0,112.0,101,218.0,RZA,896.0,36020063,"Drama, Thriller",Denis O'Hare,Derailed ,62584,2019,Xzibit,2.0,"drink ,hotel ,police ,staged rape ,thief",http://www.imdb.com/title/tt0398017/?ref_=fn_tt_tt_1,375,English,USA,R,22000000,2005,561.0,6.6,2.35,0,2005,195.3,27398054.28,44858165.5,17460111.23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1933,Color,Craig Brewer,159.0,116.0,153,165.0,Paula Jai Parker,275.0,22201636,"Crime, Drama, Music",Isaac Hayes,Hustle & Flow ,33567,727,Elise Neal,1.0,"baby ,friend ,hip hop ,pimp ,stripper",http://www.imdb.com/title/tt0410097/?ref_=fn_tt_tt_1,206,English,USA,R,8000000,2005,247.0,7.4,1.85,0,2005,195.3,9962928.827,27649164.92,17686236.09,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1934,Color,Angela Robinson,117.0,101.0,23,541.0,Thomas Lennon,660.0,66002004,"Adventure, Comedy, Family, Fantasy, Romance, Sport",Scoot McNairy,Herbie Fully Loaded ,36431,2177,Cheryl Hines,1.0,"automobile racing ,car ,mechanic ,nascar ,street racing",http://www.imdb.com/title/tt0400497/?ref_=fn_tt_tt_1,168,English,USA,G,50000000,2005,651.0,4.7,1.85,1000,2005,195.3,62268305.17,82196658.54,19928353.37,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1935,Color,James McTeigue,525.0,132.0,160,443.0,Eddie Marsan,20000.0,70496802,"Action, Drama, Thriller",Natalie Portman,V for Vendetta ,791783,22417,Rupert Graves,1.0,"dystopia ,freedom ,government ,revolution ,terrorist",http://www.imdb.com/title/tt0434409/?ref_=fn_tt_tt_1,2042,English,USA,R,54000000,2005,979.0,8.2,2.35,48000,2005,195.3,67249769.59,87794327.61,20544558.03,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1936,Color,Clare Kilner,103.0,90.0,6,458.0,Debra Messing,1000.0,31585300,"Comedy, Romance",Jack Davenport,The Wedding Date ,38248,2666,Holland Taylor,0.0,"chick flick ,escort ,male escort ,wedding ,wedding date",http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1,250,English,USA,PG-13,15000000,2005,650.0,6.1,1.85,0,2005,195.3,18680491.55,39335261.99,20654770.44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1937,Color,Jason Reitman,239.0,92.0,655,88.0,Cameron Bright,24000.0,24792061,"Comedy, Drama",J.K. Simmons,Thank You for Smoking ,191998,25092,Todd Louiso,0.0,"cigarette smoking ,lobbyist ,political satire ,reporter ,tobacco industry",http://www.imdb.com/title/tt0427944/?ref_=fn_tt_tt_1,323,English,USA,R,6500000,2005,829.0,7.6,2.35,0,2005,195.3,8094879.672,30875192.4,22780312.73,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1938,Color,Fernando Meirelles,226.0,129.0,353,151.0,Danny Huston,883.0,33565375,"Drama, Mystery, Romance, Thriller",Archie Panjabi,The Constant Gardener ,111351,1565,Donald Sumpter,0.0,"death ,diplomat ,doctor ,kenya ,murder",http://www.imdb.com/title/tt0387131/?ref_=fn_tt_tt_1,568,English,UK,R,15000000,2005,430.0,7.5,1.85,0,2005,195.3,18680491.55,41801180.27,23120688.72,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1939,Color,Wayne Wang,96.0,106.0,61,649.0,Luke Benward,907.0,32645546,"Comedy, Drama, Family",Cicely Tyson,Because of Winn-Dixie ,8427,3462,Eva Marie Saint,5.0,"10 year old ,dog ,florida ,girl ,supermarket",http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,88,English,USA,PG,14000000,2005,807.0,6.4,1.85,1000,2005,195.3,17435125.45,40655656.42,23220530.97,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1940,Color,John Polson,180.0,101.0,21,317.0,Dylan Baker,22000.0,51097664,"Drama, Horror, Mystery, Thriller",Robert De Niro,Hide and Seek ,70205,23328,Robert John Burke,0.0,"bathtub ,psychologist ,pushed out a window ,smothered with a pillow ,telescope",http://www.imdb.com/title/tt0382077/?ref_=fn_tt_tt_1,450,English,USA,R,30000000,2005,812.0,5.9,2.35,0,2005,195.3,37360983.1,63635298.71,26274315.61,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1941,Color,Bennett Miller,271.0,110.0,152,27.0,Michael J. Burg,22000.0,28747570,"Biography, Crime, Drama",Philip Seymour Hoffman,Capote ,100571,22140,Kwesi Ameyaw,1.0,"book ,holcomb kansas ,kansas ,killer ,truman capote",http://www.imdb.com/title/tt0379725/?ref_=fn_tt_tt_1,416,English,Canada,R,7000000,2005,68.0,7.4,2.35,0,2005,195.3,8717562.724,35801249.23,27083686.51,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1942,Color,Kirk Jones,128.0,97.0,52,579.0,Kelly Macdonald,14000.0,47124400,"Comedy, Family, Fantasy",Colin Firth,Nanny McPhee ,49676,17278,Imelda Staunton,0.0,"father ,governess ,magic ,nanny ,widower",http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1,181,English,USA,PG,25000000,2005,2000.0,6.6,2.35,0,2005,195.3,31134152.59,58687130.4,27552977.82,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1943,Color,Neil Marshall,342.0,100.0,197,159.0,Shauna Macdonald,513.0,26005908,"Adventure, Horror, Thriller",MyAnna Buring,The Descent ,154938,1379,Craig Conway,0.0,"cave ,expedition ,friendship between women ,group of friends ,survival horror",http://www.imdb.com/title/tt0435625/?ref_=fn_tt_tt_1,1100,English,UK,R,3500000,2005,239.0,7.2,2.35,10000,2005,195.3,4358781.362,32386876.31,28028094.95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1944,Color,Adam Shankman,77.0,94.0,163,2000.0,Tom Welling,12000.0,82569532,"Adventure, Comedy, Family",Taylor Lautner,Cheaper by the Dozen 2 ,42737,20348,Alyson Stoner,6.0,"children ,competition ,rival ,second part ,vacation",http://www.imdb.com/title/tt0452598/?ref_=fn_tt_tt_1,128,English,USA,PG,60000000,2005,3000.0,5.4,2.35,781,2005,195.3,74721966.21,102829296.3,28107330.12,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1945,Color,Robert Luketic,132.0,101.0,126,586.0,Jane Fonda,3000.0,82931301,"Comedy, Romance",Adam Scott,Monster-in-Law ,43358,6292,Elaine Stritch,0.0,"breakdown ,fight ,mother in law ,scheme ,wedding",http://www.imdb.com/title/tt0369735/?ref_=fn_tt_tt_1,228,English,Germany,PG-13,60000000,2005,949.0,5.5,2.35,0,2005,195.3,74721966.21,103279831.2,28557864.97,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1946, Black and White,George Clooney,351.0,93.0,0,566.0,Tate Donovan,21000.0,31501218,"Biography, Drama, History",Robert Downey Jr.,"Good Night, and Good Luck. ",84070,22745,Alex Borstein,0.0,"cbs ,expose ,fear ,paranoia ,reporter",http://www.imdb.com/title/tt0433383/?ref_=fn_tt_tt_1,526,English,USA,PG,7500000,2005,650.0,7.5,1.85,0,2005,195.3,9340245.776,39230549.11,29890303.34,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1947,Color,Steve Box,209.0,85.0,9,100.0,Geraldine McEwan,567.0,56068547,"Animation, Comedy, Family, Mystery, Sci-Fi",Mark Gatiss,The Curse of the Were-Rabbit ,98160,1145,Peter Sallis,0.0,"competition ,giant vegetable ,pest control ,stop motion animation ,vegetable",http://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1,307,English,UK,G,30000000,2005,269.0,7.5,1.85,0,2005,195.3,37360983.1,69825867.9,32464884.8,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1948,Color,Stephen Kay,140.0,89.0,19,349.0,Skye McCole Bartusiak,526.0,46363118,"Drama, Horror, Mystery, Thriller",Barry Watson,Boogeyman ,25960,1383,Charles Mesure,0.0,"boogeyman ,childhood ,fear ,hometown ,uncle",http://www.imdb.com/title/tt0357507/?ref_=fn_tt_tt_1,389,English,USA,PG-13,20000000,2005,392.0,4.1,1.85,1000,2005,195.3,24907322.07,57739055.61,32831733.54,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1949,Color,Mike Mitchell,127.0,100.0,31,591.0,Kelly Preston,947.0,63939454,"Adventure, Comedy, Family, Sci-Fi",Michael Angarano,Sky High ,61321,2968,Nicholas Braun,3.0,"coming of age ,friend ,high school ,sidekick ,superpower",http://www.imdb.com/title/tt0405325/?ref_=fn_tt_tt_1,217,English,USA,PG,35000000,2005,742.0,6.2,2.35,0,2005,195.3,43587813.62,79628028.68,36040215.06,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1950,Color,John Singleton,123.0,109.0,309,482.0,Tony Nappo,1000.0,74484168,"Action, Crime, Drama, Mystery, Thriller",Josh Charles,Four Brothers ,109894,2740,Fionnula Flanagan,3.0,"bare butt ,corrupt police ,four brothers ,funeral ,murder",http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1,340,English,USA,R,45000000,2005,654.0,6.9,2.35,0,2005,195.3,56041474.65,92760058.07,36718583.42,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1951,Color,Jay Chandrasekhar,144.0,107.0,422,379.0,Jessica Simpson,631.0,80270227,"Action, Adventure, Comedy",Alice Greczyn,The Dukes of Hazzard ,66382,2297,Michael Weston,5.0,"1969 dodge charger ,bikini ,farm ,misogynist ,tow truck",http://www.imdb.com/title/tt0377818/?ref_=fn_tt_tt_1,612,English,USA,PG-13,50000000,2005,534.0,5.1,2.35,0,2005,195.3,62268305.17,99965819.82,37697514.65,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Color,Wes Craven,224.0,85.0,0,178.0,Carl Gilliard,332.0,57859105,"Mystery, Thriller",Robert Pine,Red Eye ,94108,1090,Suzie Plakson,0.0,"airport ,flight ,hotel ,hotel manager ,plane",http://www.imdb.com/title/tt0421239/?ref_=fn_tt_tt_1,673,English,USA,PG-13,26000000,2005,285.0,6.5,2.35,0,2005,195.3,32379518.69,72055768.14,39676249.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1953,Color,Kevin Rodney Sullivan,104.0,105.0,8,278.0,Nicole Sullivan,1000.0,67962333,"Comedy, Romance",Bernie Mac,Guess Who ,33887,2689,Sherri Shepherd,2.0,"argument ,engagement ,family relationships ,love ,undressing",http://www.imdb.com/title/tt0372237/?ref_=fn_tt_tt_1,160,English,USA,PG-13,35000000,2005,358.0,5.9,1.85,919,2005,195.3,43587813.62,84637985.83,41050172.21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1954,Color,Cory Edwards,142.0,80.0,19,854.0,Chazz Palminteri,11000.0,51053787,"Action, Animation, Comedy, Crime, Family",Anne Hathaway,Hoodwinked! ,45900,14385,Jim Belushi,1.0,"animal ,axe ,red riding hood ,wolf ,woodsman",http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1,247,English,USA,PG,17500000,2005,979.0,6.5,1.85,0,2005,195.3,21793906.81,63580655.78,41786748.97,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1955, Black and White,Frank Miller,374.0,147.0,436,175.0,Powers Boothe,3000.0,74098862,"Crime, Thriller",Rosario Dawson,Sin City ,656640,3924,Jason Douglas,1.0,"anthology ,corruption ,hearing characters thoughts ,neo noir ,night",http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1,1732,English,USA,R,40000000,2005,472.0,8.1,1.85,13000,2005,195.3,49814644.14,92280211.04,42465566.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1956,Color,Robert Schwentke,231.0,98.0,124,354.0,Michael Irby,931.0,89706988,"Drama, Mystery, Thriller",Erika Christensen,Flightplan ,126746,2287,Haley Ramm,1.0,"captain ,flight ,flight attendant ,plane ,search",http://www.imdb.com/title/tt0408790/?ref_=fn_tt_tt_1,600,English,USA,PG-13,55000000,2005,507.0,6.2,2.35,0,2005,195.3,68495135.69,111718042.1,43222906.41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1957,Color,Thomas Carter,127.0,136.0,49,730.0,Rick Gonzalez,17000.0,67253092,"Drama, Sport",Channing Tatum,Coach Carter ,92702,20299,Robert Ri'chard,0.0,"basketball ,basketball coach ,coach ,contract ,high school",http://www.imdb.com/title/tt0393162/?ref_=fn_tt_tt_1,209,English,USA,PG-13,30000000,2005,807.0,7.2,2.35,0,2005,195.3,37360983.1,83754721.13,46393738.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1958,Color,Eli Roth,303.0,93.0,0,581.0,Takashi Miike,1000.0,47277326,Horror,Jay Hernandez,Hostel ,138814,2990,Rick Hoffman,0.0,"bratislava ,hostel ,sadistic horror ,torture ,travel",http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1,1516,English,USA,R,4800000,2005,1000.0,5.9,2.35,0,2005,195.3,5977757.296,58877579.26,52899821.96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1959,Color,Darren Grant,62.0,116.0,0,476.0,Kimberly Elise,907.0,50382128,"Comedy, Drama, Romance",Cicely Tyson,Diary of a Mad Black Woman ,10472,2723,Tamara Taylor,0.0,"comic relief ,diary ,kiss ,madea series ,state flag",http://www.imdb.com/title/tt0422093/?ref_=fn_tt_tt_1,202,English,USA,PG-13,5500000,2005,637.0,5.6,1.85,0,2005,195.3,6849513.569,62744194.43,55894680.86,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1960,Color,Andrew Douglas,220.0,90.0,15,16000.0,Chlo?? Grace Moretz,87000.0,64255243,"Drama, Horror, Mystery, Thriller",Jimmy Bennett,The Amityville Horror ,80903,120797,Ryan Reynolds,0.0,"ghost ,haunted house ,murder ,nightmare ,priest",http://www.imdb.com/title/tt0384806/?ref_=fn_tt_tt_1,518,English,USA,R,19000000,2005,17000.0,6.0,2.35,0,2005,195.3,23661955.97,80021301.6,56359345.63,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1961,Color,Geoffrey Sax,173.0,101.0,13,368.0,Keegan Connor Tracy,494.0,55865715,"Drama, Horror, Mystery, Thriller",Deborah Kara Unger,White Noise ,41763,2013,Mike Dopud,0.0,"architect ,grave ,obsession ,river ,voice",http://www.imdb.com/title/tt0375210/?ref_=fn_tt_tt_1,403,English,UK,PG-13,10000000,2005,392.0,5.5,2.35,0,2005,195.3,12453661.03,69573267.8,57119606.77,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1962,Color,Brian Levant,75.0,95.0,32,563.0,Tracy Morgan,826.0,82301521,"Adventure, Comedy, Family, Romance",Nia Long,Are We There Yet? ,22679,3558,Jay Mohr,2.0,"car fire ,children ,cockroach ,independent film ,new year",http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,149,English,USA,PG,32000000,2005,642.0,4.6,1.85,773,2005,195.3,39851715.31,102495524.5,62643809.2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1963,Color,Chris Wedge,163.0,91.0,77,208.0,Drew Carey,1000.0,128200012,"Adventure, Animation, Comedy, Family, Sci-Fi",Jim Broadbent,Robots ,103022,1804,Paula Abdul,1.0,"actor voicing multiple characters ,box office hit ,coffee ,plate ,robot",http://www.imdb.com/title/tt0358082/?ref_=fn_tt_tt_1,269,English,USA,PG,75000000,2005,311.0,6.3,1.85,0,2005,195.3,93402457.76,159655949.4,66253491.65,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1964,Color,Scott Derrickson,233.0,122.0,301,457.0,Colm Feore,1000.0,75072454,"Drama, Horror, Thriller",Tom Wilkinson,The Exorcism of Emily Rose ,96569,2759,JR Bourne,0.0,"death ,demonic possession ,exorcism ,lawyer ,priest",http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1,522,English,USA,PG-13,20000000,2005,539.0,6.7,2.35,0,2005,195.3,24907322.07,93492689.51,68585367.44,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1965,Color,Christopher Nolan,478.0,128.0,22000,11000.0,Liam Neeson,23000.0,205343774,"Action, Adventure",Christian Bale,Batman Begins ,980946,59558,Morgan Freeman,0.0,"armored car ,gangster ,gotham ,mixed martial arts ,social decay",http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1,2685,English,USA,PG-13,150000000,2005,14000.0,8.3,2.35,15000,2005,195.3,186804915.5,255728175.7,68923260.18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,Color,Tim Burton,276.0,115.0,13000,588.0,Christopher Lee,40000.0,206456431,"Adventure, Comedy, Family, Fantasy",Johnny Depp,Charlie and the Chocolate Factory ,320284,57844,David Kelly,3.0,"chocolate ,diminution ,miniaturization ,physical flexability ,ticket",http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,1361,English,USA,PG,150000000,2005,16000.0,6.7,1.85,0,2005,195.3,186804915.5,257113841.0,70308925.49,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1967,Color,Adam Shankman,125.0,95.0,163,650.0,Brad Garrett,14000.0,113006880,"Action, Comedy, Drama, Family, Thriller",Vin Diesel,The Pacifier ,66308,16884,Tate Donovan,0.0,"bodyguard ,death of husband ,male nanny ,nanny ,wrestling match",http://www.imdb.com/title/tt0395699/?ref_=fn_tt_tt_1,225,English,Canada,PG,56000000,2005,799.0,5.5,2.35,0,2005,195.3,69740501.79,140734937.8,70994436.01,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1968,Color,Doug Liman,233.0,126.0,218,322.0,Angelina Jolie Pitt,11000.0,186336103,"Action, Comedy, Crime, Romance, Thriller",Brad Pitt,Mr. & Mrs. Smith ,348861,22722,Stephanie March,2.0,"assassin ,marriage ,secret agent ,suburb ,target",http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1,798,English,USA,PG-13,120000000,2005,11000.0,6.5,2.35,0,2005,195.3,149443932.4,232056666.5,82612734.11,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1969,Color,Ang Lee,357.0,134.0,0,11000.0,Heath Ledger,15000.0,83025853,"Drama, Romance",Jake Gyllenhaal,Brokeback Mountain ,259837,39789,Anne Hathaway,0.0,"gay relationship ,homosexuality ,mountain ,ranch ,rodeo",http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,2254,English,USA,R,14000000,2005,13000.0,7.7,1.85,13000,2005,195.3,17435125.45,103397583.0,85962457.59,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1970,Color,Peter Segal,134.0,113.0,88,421.0,Steve Reevis,11000.0,158115031,"Comedy, Crime, Sport",Adam Sandler,The Longest Yard ,130070,13693,Dalip Singh,11.0,"coach ,convict ,football ,prison ,warden",http://www.imdb.com/title/tt0398165/?ref_=fn_tt_tt_1,316,English,USA,PG-13,82000000,2005,437.0,6.4,2.35,0,2005,195.3,102120020.5,196911100.1,94791079.57,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1971,Color,Darren Lynn Bousman,250.0,95.0,163,651.0,Tony Nappo,1000.0,87025093,"Horror, Mystery",Emmanuelle Vaugier,Saw II ,188679,4134,Shawnee Smith,0.0,"death ,detective ,nerve gas ,serial killer ,trap",http://www.imdb.com/title/tt0432348/?ref_=fn_tt_tt_1,864,English,USA,R,4000000,2005,654.0,6.6,1.85,0,2005,195.3,4981464.414,108378101.0,103396636.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1972,Color,Judd Apatow,217.0,133.0,0,218.0,Romany Malco,7000.0,109243478,"Comedy, Romance",Steve Carell,The 40-Year-Old Virgin ,313797,8341,Gerry Bednob,1.0,"40 year old ,car accident ,cheating on girlfriend ,collection ,porno movie",http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1,546,English,USA,R,26000000,2005,966.0,7.1,1.85,0,2005,195.3,32379518.69,136048124.5,103668605.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1973,Color,James Mangold,291.0,153.0,446,154.0,Dallas Roberts,523.0,119518352,"Biography, Drama, Music, Romance",Sandra Ellis Lafferty,Walk the Line ,188637,1383,Tyler Hilton,0.0,"1960s ,accident ,concert ,guitar ,prison",http://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1,815,English,USA,PG-13,28000000,2005,405.0,7.9,2.39,11000,2005,195.3,34870250.9,148844104.3,113973853.4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1974,Color,Steven Spielberg,401.0,116.0,14000,807.0,Lisa Ann Walter,10000.0,234277056,"Adventure, Sci-Fi, Thriller",Tom Cruise,War of the Worlds ,334345,12758,Rick Gonzalez,0.0,"alien ,fight ,storm ,survival ,tripod",http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1,2741,English,USA,PG-13,132000000,2005,1000.0,6.5,1.85,0,2005,195.3,164388325.7,291760704.4,127372378.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1975,Color,Andy Tennant,171.0,118.0,72,681.0,Michael Rapaport,10000.0,177575142,"Comedy, Romance",Will Smith,Hitch ,244840,13426,Kevin Sussman,1.0,"advice ,friendship ,gossip ,newspaper ,quitting a job",http://www.imdb.com/title/tt0386588/?ref_=fn_tt_tt_1,372,English,USA,PG-13,70000000,2005,975.0,6.6,2.35,0,2005,195.3,87175627.24,221146062.7,133970435.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1976,Color,Andrew Adamson,284.0,150.0,80,82.0,Kiran Shah,1000.0,291709845,"Adventure, Family, Fantasy",Jim Broadbent,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",286506,1317,Shane Rangi,5.0,"hide and seek ,lion ,magic ,professor ,snow",http://www.imdb.com/title/tt0363771/?ref_=fn_tt_tt_1,1463,English,USA,PG,180000000,2005,190.0,6.9,2.35,0,2005,195.3,224165898.6,363285553.0,139119654.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1977,Color,Eric Darnell,181.0,86.0,35,179.0,Cedric the Entertainer,851.0,193136719,"Adventure, Animation, Comedy, Family",Jada Pinkett Smith,Madagascar ,266636,1777,Andy Richter,0.0,"escape ,jungle ,lemur ,madagascar ,zoo",http://www.imdb.com/title/tt0351283/?ref_=fn_tt_tt_1,385,English,USA,PG,75000000,2005,436.0,6.9,1.85,0,2005,195.3,93402457.76,240525923.2,147123465.4,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1978,Color,Mike Newell,295.0,157.0,179,10000.0,Daniel Radcliffe,21000.0,289994397,"Adventure, Family, Fantasy, Mystery",Robert Pattinson,Harry Potter and the Goblet of Fire ,385670,53413,Rupert Grint,1.0,"fire ,goblet ,magic ,tournament ,wizard",http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1,1896,English,UK,PG-13,150000000,2005,11000.0,7.6,2.35,0,2005,195.3,186804915.5,361149192.2,174344276.7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1979,Color,George Lucas,359.0,140.0,0,4000.0,Christopher Lee,20000.0,380262555,"Action, Adventure, Fantasy, Sci-Fi",Natalie Portman,Star Wars: Episode III - Revenge of the Sith ,520104,44042,Hayden Christensen,4.0,"elongated cry of no ,friends become enemies ,kicked in the butt ,robotic midwife ,vision",http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1,3286,English,USA,PG-13,113000000,2005,16000.0,7.6,2.35,10000,2005,195.3,140726369.7,473566096.4,332839726.7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1980,Color,Wolfgang Petersen,231.0,98.0,249,702.0,Mike Vogel,87000.0,60655503,"Action, Adventure, Drama, Thriller",Jimmy Bennett,Poseidon ,82380,92456,Andre Braugher,0.0,"cruise ,escape ,ocean ,passenger ,water",http://www.imdb.com/title/tt0409182/?ref_=fn_tt_tt_1,629,English,USA,PG-13,160000000,2006,2000.0,5.6,2.35,0,2006,201.6,193031746.0,73177735.32,-119854010.7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1981,Color,David Bowers,135.0,85.0,42,586.0,Kate Winslet,20000.0,64459316,"Adventure, Animation, Comedy, Family",Hugh Jackman,Flushed Away ,85086,35161,David Suchet,0.0,"boat ,frog ,rat ,sewer ,toad",http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,122,English,UK,PG,149000000,2006,14000.0,6.7,1.85,0,2006,201.6,179760813.5,77766839.47,-101993974.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1982,Color,Luc Besson,101.0,94.0,0,14.0,Adam LeFevre,563.0,15131330,"Adventure, Animation, Family, Fantasy",Mia Farrow,Arthur and the Invisibles ,25843,683,Penny Balfour,0.0,"boy ,debt ,garden ,princess ,treasure",http://www.imdb.com/title/tt0344854/?ref_=fn_tt_tt_1,64,English,France,PG,86000000,2006,80.0,6.0,2.35,941,2006,201.6,103754563.5,18255169.06,-85499394.43,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
